Name,ring,quadrant,isNew,description
"Subversion
",Evite,Ferramentas,FALSE,"<p>O <a href=""https://subversion.apache.org/"">Subversion</a>, também conhecido como SVN, é uma ferramenta de código aberto para controle de versão de código, que vem perdendo popularidade desde o surgimento do Git. <strong>Novos projetos devem utilizar repositórios Git no Bitbucket</strong>. Para mais informações sobre uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/Subversion"">as orientações da TI</a>."
"TestLink
",Evite,Ferramentas,FALSE,"<p><a href=""https://testlink.org/"">TestLink</a> é uma ferramenta de código aberto para gerenciamento de testes de software. A ferramenta dá suporte a especificação de testes, planos e execução de testes, relatórios e rastreamento de bugs conhecidos. A ferramenta será descontinuada pela TI e <strong>recomendamos que os projetos novos utilizem o Zephyr Scale<strong>."
Eclipse,Evite,Ferramentas,TRUE,"p>O <a href=""https://eclipseide.org/"">Eclipse</a> é uma IDE amplamente utilizada no desenvolvimento de software, especialmente em projetos Java. Embora seja personalizável com diversos plugins e ofereça suporte a múltiplas linguagens de programação, sua interface pode parecer desatualizada e menos responsiva em comparação a alternativas mais modernas. A complexidade de configuração e o uso intensivo de recursos do sistema podem impactar negativamente a produtividade, especialmente em projetos grandes. <strong>Dada a existência de IDEs mais eficientes e fáceis de usar, como o IntelliJ, é aconselhável evitar o Eclipse.</strong>"
IntelliJ,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.jetbrains.com/idea/"">IntelliJ IDEA</a> é uma poderosa IDE voltada principalmente para o desenvolvimento em Java, mas que também oferece suporte a outras linguagens, como Kotlin, Scala, e JavaScript. Com recursos avançados de refatoração, auto-completar inteligente, análise estática de código e uma interface moderna, o IntelliJ otimiza o fluxo de trabalho de desenvolvimento.  <strong>Recomenda-se a adoção do IntelliJ somente para o desenvolvimento de aplicações Java. Para o desenvolvimento em outras linguagens, o recomendado é o uso do VS Code</strong>"
PyCharm,Evite,Ferramentas,TRUE,"<p>O <a href=""https://www.jetbrains.com/pycharm/"">PyCharm</a> é uma IDE dedicada ao desenvolvimento em Python, conhecida por sua robustez e diversos recursos integrados, como auto-completar de código, suporte a testes automatizados e ferramentas de desenvolvimento web. <strong>No entanto, deve-se adotar o VS Code para desenvolvimento Python assim como já é feito para outras linguagens. A exceção é projetos maiores em Java, onde recomenda-se o uso do IntelliJ.</p>"
VS Code,Adote,Ferramentas,TRUE,"<p>O <a href=""https://code.visualstudio.com/"">Visual Studio Code</a> é um editor de código-fonte leve e altamente extensível, que oferece suporte a várias linguagens de programação, como Python, JavaScript, C++, entre outras. Suas funcionalidades, como depuração integrada, auto-completar inteligente, suporte a controle de versão e uma vasta biblioteca de extensões, tornam o VS Code uma excelente escolha para desenvolvedores de diferentes níveis de experiência. Sua interface moderna e intuitiva, combinada com o fato de ser gratuito e multiplataforma, torna-o uma das ferramentas mais populares no mercado. <strong>Recomenda-se fortemente a adoção do VS Code para todas as linguagens, com exceção de projetos maiores em Java. Para este caso, recomenda-se o uso do IntelliJ.</strong>"
Backstage,Estude,Ferramentas,TRUE,"<p>O <a href=""https://backstage.io/"">Backstage</a> é uma plataforma de desenvolvimento de portais de desenvolvedor, criada para centralizar e organizar ferramentas, serviços e documentação de uma equipe de engenharia. Desenvolvido inicialmente pela Spotify e agora disponível como um projeto de código aberto, o Backstage ajuda as equipes a gerenciar microsserviços, infraestrutura e fluxos de trabalho de maneira eficiente e unificada. Com uma interface amigável, ele permite que desenvolvedores encontrem rapidamente informações e recursos necessários para construir, implantar e manter aplicações. Além de promover a padronização e automação de processos, o Backstage facilita a colaboração e a consistência entre diferentes equipes. Personalizável e expansível, ele é uma solução essencial para empresas que desejam otimizar a produtividade e a gestão de seus ambientes tecnológicos complexos.</p>"
JRebel,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.jrebel.com/"">JRebel</a> é uma ferramenta de desenvolvimento Java que acelera significativamente o processo de codificação, permitindo que os desenvolvedores vejam as mudanças no código em tempo real sem a necessidade de reiniciar a aplicação. Ideal para projetos complexos que usam frameworks pesados, o JRebel elimina a etapa de recompilação e reinicialização, melhorando a produtividade e reduzindo o tempo de espera durante o desenvolvimento. Compatível com uma ampla variedade de frameworks, servidores e IDEs, ele se integra facilmente ao ambiente de desenvolvimento existente. Para equipes que trabalham em aplicações Java robustas, o JRebel é essencial para acelerar o ciclo de desenvolvimento e obter feedback imediato das alterações no código.</p>"
FileBrowser,Evite,Ferramentas,TRUE,"<p>O <a href=""https://filebrowser.org/"">FileBrowser</a> é uma ferramenta que permite navegar, gerenciar e compartilhar arquivos de forma segura através de uma interface web. Ele facilita o gerenciamento de arquivos locais e remotos, sendo uma solução eficaz para a transferência de arquivos com clientes externos. <strong>No entanto, a recomendação é utilizar o FileBrowser apenas quando o cliente não aceita transferências via Google Drive, que é a plataforma preferida para esse tipo de operação.</strong>"
Google Drive,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.google.com/drive/"">Google Drive</a> é uma plataforma de armazenamento em nuvem que permite aos usuários armazenar, compartilhar e acessar arquivos de maneira segura e conveniente a partir de qualquer dispositivo conectado à internet. Com integração total aos outros serviços do Google, como Google Docs, Sheets e Slides, o Google Drive facilita a criação e edição colaborativa de documentos, planilhas e apresentações em tempo real. Oferecendo generoso espaço de armazenamento e opções de compartilhamento flexíveis, é ideal tanto para uso pessoal quanto profissional. Além de simplificar o gerenciamento de arquivos, o Google Drive conta com recursos avançados, como sincronização automática, pesquisa inteligente e histórico de versões, garantindo que os usuários possam acessar e gerenciar seus arquivos de forma eficiente e segura.</p>"
Yocto,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.yoctoproject.org/"">Yocto</a> é uma ferramenta de desenvolvimento de sistemas embarcados que permite criar distribuições Linux personalizadas para dispositivos específicos. Projetado para desenvolvedores que trabalham com sistemas embarcados, ele facilita a criação de imagens otimizadas e adaptadas às necessidades de diferentes hardwares. O Yocto fornece um ambiente flexível e modular, compatível com uma ampla variedade de arquiteturas, ajudando a simplificar o processo de compilação e configuração de pacotes. Ideal para projetos que exigem um sistema operacional Linux customizado e otimizado para desempenho.</p>"
GNU Toolchain,Adote,Ferramentas,TRUE,"<p>A <a href=""https://gcc.gnu.org/"">GNU Toolchain</a> é um conjunto de ferramentas de desenvolvimento de software que inclui compiladores, bibliotecas, depuradores e utilitários usados para criar e compilar programas em diversas linguagens de programação. Abrangendo ferramentas como GCC (GNU Compiler Collection), GDB (GNU Debugger) e binutils, a GNU Toolchain é essencial para o desenvolvimento de software em plataformas Linux e outras variantes de Unix. Ela oferece uma solução robusta e flexível para compilação, linkagem e depuração, sendo amplamente utilizada em projetos de código aberto e comerciais devido à sua eficiência e compatibilidade.</p>"
Valgrind,Adote,Ferramentas,TRUE,"<p>O <a href=""https://valgrind.org/"">Valgrind</a> é uma ferramenta de análise e depuração de programas que ajuda a detectar problemas de gerenciamento de memória, como vazamentos e uso incorreto de memória, além de analisar o desempenho e a otimização do código. Utilizado principalmente em projetos C e C++, ele executa programas em um ambiente de análise que identifica erros difíceis de detectar, garantindo uma maior estabilidade e eficiência do software. Ideal para desenvolvedores que buscam melhorar a qualidade do código e evitar problemas de memória em produção.</p>"
QEMU,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.qemu.org/"">QEMU</a> é uma ferramenta de virtualização e emulação de hardware que permite executar diferentes sistemas operacionais e arquiteturas de hardware em uma máquina host. Com suporte para emular processadores, periféricos e outros componentes, o QEMU é amplamente utilizado para testes de software, desenvolvimento de sistemas embarcados e execução de máquinas virtuais. Ele pode ser usado sozinho ou integrado a outras ferramentas de virtualização, como KVM, para melhorar o desempenho. É uma solução essencial para desenvolvedores que precisam simular ambientes de hardware variados para desenvolvimento e testes.</p>"
PLSQL Developer,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.allroundautomations.com/products/pl-sql-developer/"">PL/SQL Developer</a> é uma ferramenta de desenvolvimento voltada para a criação e manutenção de códigos PL/SQL em bancos de dados Oracle. Projetado para atender às necessidades de desenvolvedores e administradores de banco de dados, o PL/SQL Developer oferece um ambiente robusto e fácil de usar para escrever, depurar e testar scripts PL/SQL, como procedimentos, funções e triggers. Com funcionalidades avançadas de depuração, suporte a testes automatizados e recursos de edição intuitivos, a ferramenta ajuda a simplificar e agilizar o desenvolvimento de soluções baseadas em Oracle. Além disso, sua interface customizável e capacidade de integração com plug-ins tornam o PL/SQL Developer ideal para quem precisa de produtividade e eficiência no desenvolvimento de scripts complexos. É recomendado para contextos onde o trabalho intensivo com PL/SQL exige recursos avançados de depuração, automação de testes e um desempenho superior, especialmente em projetos críticos ou com grande volume de código legados.</p>"
SQL Developer,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.oracle.com/tools/downloads/sqldev-downloads.html"">SQL Developer</a> é uma ferramenta gratuita de desenvolvimento e gerenciamento de banco de dados, desenvolvida pela Oracle. Com uma interface moderna e intuitiva, o SQL Developer permite criar, editar e depurar scripts SQL e PL/SQL, além de gerenciar objetos de banco de dados, como tabelas, visões e índices. Ele suporta uma ampla gama de funcionalidades, desde a execução de consultas e exportação de dados até a integração com sistemas de controle de versão. Por ser uma solução oficial da Oracle, o SQL Developer é atualizado regularmente para acompanhar as novas funcionalidades do banco de dados Oracle, garantindo compatibilidade e suporte contínuos. Ideal para desenvolvedores e DBAs que buscam uma ferramenta completa e integrada para trabalhar com bancos de dados Oracle, ele é recomendado para contextos em que a necessidade é uma solução versátil, fácil de usar e sem custos adicionais, adequada para tarefas cotidianas de desenvolvimento e gerenciamento de banco de dados.</p>"
DBeaver,Experimente,Ferramentas,TRUE,"<p>O <a href=""https://dbeaver.io/"">DBeaver</a> é uma ferramenta de gerenciamento de banco de dados de código aberto, projetada para oferecer uma interface unificada para trabalhar com diversos sistemas de bancos de dados. Compatível com uma ampla gama de bancos de dados, incluindo Oracle, MySQL, PostgreSQL, SQL Server, SQLite, e muitos outros, o DBeaver permite que desenvolvedores e administradores gerenciem suas bases de dados de forma eficiente e integrada. Com funcionalidades avançadas de edição de SQL, visualização de dados, exportação e importação de tabelas, e gerenciamento de esquemas, o DBeaver facilita a administração e a manipulação de dados em diferentes plataformas. Além disso, sua interface intuitiva e altamente customizável, junto com suporte a plug-ins, torna-o ideal para adaptar a ferramenta às necessidades específicas de cada projeto. Recomendado para ambientes que envolvem múltiplos tipos de bancos de dados, o DBeaver é ideal para quem busca flexibilidade, acessibilidade e uma solução gratuita para gerenciar e desenvolver com diversos sistemas de banco de dados em uma única interface.</p>"
Codeium,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.codeium.com/"">Codeium</a> é uma ferramenta de programação assistida por Inteligência Artificial, projetada para aumentar a produtividade dos desenvolvedores. Utilizando IA, o Codeium fornece sugestões de código em tempo real, ajuda a completar trechos de código e até gera blocos inteiros com base no contexto do que está sendo escrito. Compatível com uma ampla variedade de linguagens de programação e editores de código, é fácil de integrar ao fluxo de trabalho existente. Além de acelerar o processo de codificação, o Codeium melhora a qualidade do código, reduzindo erros e promovendo boas práticas de desenvolvimento. Com recursos adicionais, como documentação automatizada e análise de código, é uma ferramenta essencial para desenvolvedores que buscam eficiência e precisão."
Gemini,Adote,Ferramentas,TRUE,"<p>O <a href=""https://gemini.google.com//"">Gemini</a> é a plataforma de Inteligência Artificial generativa do Google, projetada para oferecer respostas e interações avançadas por meio de modelos de linguagem natural. Desenvolvido para competir com outras IAs generativas, como o ChatGPT, o Gemini é capaz de entender e gerar textos, responder a perguntas complexas, auxiliar na criação de conteúdos e até sugerir ideias para tarefas variadas. Integrado aos produtos e serviços do Google, como o Google Search e o Google Workspace, ele promete transformar a forma como as pessoas acessam e utilizam informações. Com capacidades de aprendizado profundo e adaptação contínua, o Gemini é uma ferramenta poderosa para usuários que buscam eficiência, criatividade e precisão em suas interações digitais.</p>"
Microsoft Copilot,Adote,Ferramentas,TRUE,"<p>O <a href=""https://copilot.microsoft.com//"">Microsoft Copilot</a> é uma ferramenta de Inteligência Artificial integrada ao Microsoft 365, projetada para auxiliar usuários em tarefas diárias, desde a criação de documentos até a análise de dados. Incorporando IA generativa, o Copilot oferece sugestões inteligentes e automáticas dentro de aplicativos como Word, Excel, PowerPoint e Outlook, ajudando a redigir textos, gerar resumos, criar apresentações e analisar grandes volumes de dados com eficiência. Com a capacidade de entender o contexto e aprender com as preferências do usuário, ele automatiza tarefas repetitivas e aprimora a produtividade. Integrado diretamente no ecossistema do Microsoft 365, o Copilot é uma solução essencial para profissionais que buscam otimizar seu fluxo de trabalho e obter resultados mais rápidos e precisos.</p>"
K6,Estude,Ferramentas,TRUE,"<p>O <a href=""https://k6.io/"">k6</a> é uma ferramenta de teste de desempenho de código aberto, projetada para ajudar desenvolvedores e engenheiros de DevOps a testar a resiliência e a escalabilidade de suas aplicações. Com uma interface de linha de comando simples e scripts escritos em JavaScript, o k6 permite criar e executar testes de carga realistas, identificando possíveis gargalos e pontos de falha antes que afetem os usuários finais. Ele é capaz de simular milhares de conexões simultâneas, oferecendo métricas detalhadas e insights em tempo real sobre o comportamento da aplicação sob diferentes condições de tráfego. Flexível e fácil de integrar a pipelines de CI/CD, o k6 é uma solução essencial para equipes que buscam garantir a estabilidade e o desempenho de seus sistemas em produção.</p>"
Data-Driven UI,Experimente,Técnicas,TRUE,"<p><strong>Data-Driven UI</strong> é uma abordagem de desenvolvimento de interfaces de usuário em que a construção e adaptação dos elementos visuais são guiadas dinamicamente por dados. Nessa técnica, a interface se molda automaticamente com base nas informações recebidas em tempo real, permitindo a criação de experiências personalizadas e altamente responsivas. Esse modelo é particularmente útil em aplicativos que exigem atualizações frequentes de conteúdo ou mudanças baseadas no comportamento do usuário, sem a necessidade de intervenção manual no front-end. Ele é amplamente utilizado em ambientes de alta demanda, como e-commerce, aplicativos móveis e sistemas baseados em análises de dados em tempo real."
FigJam,Adote,Ferramentas,FALSE,"<p>O <a href=""https://www.figma.com/figjam/"">FigJam</a> é uma ferramenta de colaboração online que pode ser usada para diversas atividades colaborativas, desde brainstormings até criação de diagramas. É usada pela equipe de UX em conjunto com o Figma, ferramenta para design de interfaces de usuário."
Figma,Adote,Ferramentas,FALSE,"<p>O <a href=""https://www.figma.com/"">Figma</a> é uma ferramenta web colaborativa amplamente adotada para o design de interfaces de usuário e edição de gráficos. Com recursos avançados e uma interface intuitiva, o Figma tornou-se uma escolha popular para designers em uma variedade de projetos de design de interface. Ele permite a colaboração em tempo real, facilitando a comunicação e o trabalho em equipe em projetos de design complexos. Além disso, o Figma oferece recursos de prototipagem, animações e compartilhamento de designs, tornando-o uma solução abrangente para a criação e aperfeiçoamento de interfaces de usuário visualmente atraentes e funcionais."
Hotjar,Estude,Ferramentas,FALSE,"<p>O <a href=""https://www.hotjar.com/"">Hotjar</a> é uma ferramenta para análise de dados de comportamento dos usuários em websites em produção. Oferece uma série de recursos como mapas de calor, gravações de uso e pesquisas de feedback. Foi escolhida para estudo pelo Chapter de UX a fim de alcançarem o objetivo H2/H3 proposto pela diretoria: ""Realizar melhorias de usabilidade proativamente para mostrar engajamento com o negócio de nossos clientes""."
Lookback,Estude,Ferramentas,FALSE,"<p>O <a href=""https://www.lookback.com/"">Lookback</a> é uma plataforma para pesquisa qualitativa e remota com usuários, oferecendo recursos para a realização desde estudo etinogáfico até teste de usabilidade não moderado. Foi escolhida para estudo pelo Chapter de UX a fim de alcançarem o objetivo H2/H3 proposto pela diretoria: ""Realizar melhorias de usabilidade proativamente para mostrar engajamento com o negócio de nossos clientes""."
Maze,Estude,Ferramentas,FALSE,"<p>O <a href=""https://maze.co/"">Maze</a> é uma plataforma de descoberta contínua de produtos que permite a realização de testes não moderados de usabilidade. Foi escolhida para estudo pelo Chapter de UX a fim de alcançarem o objetivo H2/H3 proposto pela diretoria: ""Realizar melhorias de usabilidade proativamente para mostrar engajamento com o negócio de nossos clientes""."
Wave,Adote,Ferramentas,TRUE,"<p>O <a href=""https://wave.webaim.org/"">Wave</a> é uma ferramenta de acessibilidade da web que ajuda a identificar problemas de acessibilidade em seu site. Ele realiza uma análise detalhada do seu código HTML e fornece sugestões e avisos para melhorar a acessibilidade do seu site. Wave é útil para garantir que seu site seja acessível a todos os usuários, independentemente de suas habilidades ou necessidades."
Storybook ,Adote,Ferramentas,TRUE,"<p>O <a href=""https://storybook.js.org/"">Storybook</a> é uma ferramenta de desenvolvimento de componentes de interface de usuário. Ele permite que você desenvolva e teste componentes de forma isolada, documente seu comportamento e crie galerias interativas de componentes para visualização. Storybook é altamente personalizável e oferece suporte a várias estruturas e bibliotecas populares, como React, Vue e Angular."
Mirage JS,Adote,Ferramentas,TRUE,"<p>O <a href=""https://miragejs.com/"">Mirage JS</a> é uma biblioteca de simulação de API para desenvolvedores front-end. Com o Mirage JS, você pode criar uma API falsa para desenvolvimento e teste, simulando endpoints e dados de back-end sem a necessidade de um servidor real. Isso permite que você desenvolva e teste seu front-end independentemente do back-end."
Tanstack Query,Adote,Ferramentas,TRUE,"<p>O <a href=""https://tanstack.com/query/latest"">Tanstack Query</a> é uma biblioteca de gerenciamento de estado para React que fornece uma abordagem simples e intuitiva para lidar com o estado da aplicação. Ela oferece recursos como consultas reativas, normalização de dados, atualizações otimistas e muito mais. Tanstack Query permite que você crie aplicativos React escaláveis ​​e fáceis de manter."
DOMPurify ,Adote,Ferramentas,TRUE,"<p>O <a href=""https://github.com/cure53/DOMPurify"">DOMPurify</a> é uma biblioteca JavaScript que ajuda a prevenir ataques XSS (cross-site scripting) ao limpar e purificar o HTML gerado dinamicamente em seu aplicativo. Ele remove código malicioso e potencialmente perigoso, garantindo que o HTML exibido para os usuários seja seguro. DOMPurify é fácil de usar e compatível com todos os principais navegadores."
Prettier,Adote,Ferramentas,TRUE,"<p>O <a href=""https://prettier.io/"">Prettier</a> é uma ferramenta de formatação de código que ajuda a manter a consistência do estilo de código em projetos JavaScript. Ele analisa seu código e o reformata automaticamente com base em um conjunto de regras predefinidas. Prettier pode ser integrado a fluxos de trabalho de desenvolvimento para garantir que o código seja formatado de maneira consistente em toda a equipe.
"
Draw.io,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.draw.io/"">Draw.io</a> é uma ferramenta de diagramação online versátil que permite criar diagramas de fluxos, organogramas, mapas mentais e outros tipos de representações visuais gerais. Com uma interface intuitiva e uma ampla variedade de formas e modelos, o Draw.io é ideal para documentar processos simples e organizar ideias de forma visual. Ele é uma excelente escolha para diagramas gerais que não requerem o nível de especificidade de ferramentas especializadas, como aquelas voltadas para modelagem de arquitetura, onde soluções como o Structurizr são mais apropriadas. Integrado a serviços de armazenamento em nuvem, o Draw.io facilita a colaboração em equipe e o acesso aos diagramas de qualquer lugar.</p>"
BPMN.io,Estude,Ferramentas,TRUE,"<p>O <a href=""https://bpmn.io/"">BPMN.io</a> é uma ferramenta de modelagem online que facilita a criação de diagramas de processos de negócios seguindo o padrão BPMN (Business Process Model and Notation). Ideal para equipes que trabalham com automação de processos e desenvolvimento de APIs, o BPMN.io ajuda a mapear fluxos de trabalho complexos e a entender como diferentes serviços e APIs interagem. Com uma interface simples e acessível, ele permite que analistas e desenvolvedores desenhem diagramas claros e detalhados diretamente no navegador, facilitando a documentação e otimização de processos empresariais.</p>"
Open BPMN,Estude,Ferramentas,TRUE,"<p>O <a href=""https://openbpmn.org/"">Open BPMN</a> é uma ferramenta de código aberto para modelagem de processos de negócios, especialmente útil para projetos que requerem documentação e visualização de fluxos de trabalho e integração de APIs. Compatível com outros softwares BPMN, ele permite criar e editar diagramas BPMN com facilidade, sendo ideal para equipes de desenvolvimento que precisam mapear e otimizar processos de negócios e fluxos de dados entre serviços. Por ser uma solução open-source, o Open BPMN pode ser adaptado e expandido conforme as necessidades do projeto, oferecendo flexibilidade e controle.</p>"
Postman,Adote,Ferramentas,TRUE,"<p>O <a href=""https://www.postman.com/"">Postman</a> é uma plataforma robusta para desenvolvimento e teste de APIs, amplamente utilizada para automatizar testes, criar chamadas de API e validar integrações entre serviços. Com uma interface amigável, permite que desenvolvedores definam requisições HTTP, configurem parâmetros e visualizem respostas, ajudando a testar e depurar APIs de maneira eficiente. Além disso, o Postman suporta a criação de coleções de testes automatizados e facilita o compartilhamento de scripts com a equipe, sendo uma ferramenta essencial para equipes que trabalham na construção e manutenção de APIs.</p>"
Insomnia,Estude,Ferramentas,TRUE,"<p>O <a href=""https://insomnia.rest/"">Insomnia</a> é uma ferramenta de cliente HTTP para desenvolvimento e teste de APIs, conhecida por sua interface limpa e funcionalidade eficiente. Ideal para enviar requisições REST, GraphQL e outros tipos de chamadas de API, o Insomnia facilita a configuração e o teste de requisições complexas, ajudando desenvolvedores a validar e depurar serviços de forma rápida. Com suporte a scripts e variáveis de ambiente, é uma excelente alternativa para quem busca uma solução leve e prática para automação de testes de APIs, integrando-se facilmente ao fluxo de trabalho da equipe.</p>"
Bruno,Estude,Ferramentas,,"<p><a href=""https://github.com/usebruno/bruno""><strong>Bruno</strong> é uma alternativa de código aberto para desktop do Postman e Insomnia para testes, desenvolvimento e depuração de APIs. Seu objetivo é oferecer colaboração, privacidade e segurança superiores com seu design simples, exclusivo para uso offline. As coleções são armazenadas diretamente no seu sistema de arquivos — escritas em uma linguagem de marcação de texto personalizada, chamada Bru Lang — e podem ser compartilhadas com Git ou uma ferramenta de controle de versão de sua escolha para colaboração. Bruno está disponível tanto como uma aplicação desktop e uma ferramenta de CLI. Ele também oferece uma extensão oficial para o VS Code, com planos para suporte adicional a IDEs. O Bruno se tornou a escolha padrão para várias equipes da Thoughtworks, mas também aconselhamos as equipes a ficarem atentas ao trabalhar em ambientes com VPN e proxy, já que as requisições feitas nessas condições têm apresentado falhas inesperadas</p>"
Thunder Client,Experimente,Ferramentas,TRUE,"<p>O <a href=""https://www.thunderclient.com/"">Thunder Client</a> é uma extensão leve para o Visual Studio Code, projetada para testar APIs diretamente no ambiente de desenvolvimento. Com uma interface simples e intuitiva, ele permite que desenvolvedores enviem requisições HTTP, configurem parâmetros e visualizem respostas sem sair do editor, facilitando o fluxo de trabalho. Ideal para quem busca uma solução rápida e prática para testar e depurar APIs durante o desenvolvimento, o Thunder Client é uma alternativa conveniente para desenvolvedores que preferem trabalhar diretamente no VS Code, sem a necessidade de ferramentas externas mais robustas como o Postman.</p>"
Turbo,Experimente,Ferramentas,TRUE,"<p>O <a href=""https://turbo.build/"">Turbo</a> é uma ferramenta de build e cache distribuído projetada para acelerar o desenvolvimento de aplicativos. Com foco em performance, ela permite a execução de builds incrementais e cache inteligente, reduzindo significativamente o tempo de compilação em projetos de qualquer escala. Turbo é altamente configurável e se integra facilmente a fluxos de trabalho modernos."
"Cesium
https://cesium.com/",Experimente,Ferramentas,TRUE,"<p>O <a href=""https://cesium.com/"">Cesium</a> é uma biblioteca open-source para renderização de globos e mapas 3D em tempo real. Utilizando WebGL, permite a visualização interativa de dados geoespaciais em alta performance, com suporte a grandes volumes de informação. É amplamente usado em aplicações de visualização de terrenos, cidades e objetos espaciais."
AFrame,Experimente,Ferramentas,TRUE,"<p>O <a href=""https://aframe.io/"">A-Frame</a> é um framework open-source para criar experiências de realidade virtual na web. Baseado em HTML, permite construir cenas 3D e VR de forma simples e declarativa, sem a necessidade de conhecimento profundo de WebGL. É amplamente utilizado para criar ambientes imersivos e interativos que funcionam diretamente em navegadores."
MindAR,Experimente,Ferramentas,TRUE,"<p>O <a href=""https://hiukim.github.io/mind-ar-js-doc/"">MindAR</a> é uma biblioteca open-source para realidade aumentada (AR) baseada na web. Simples e eficiente, permite a criação de experiências AR diretamente em navegadores, suportando detecção de imagens e rastreamento de rosto. Com uma API acessível, é ideal para desenvolvedores que buscam integrar AR em projetos web sem complexidade."
Minikube,Experimente,Ferramentas,TRUE,"<p>O <a href=""https://minikube.sigs.k8s.io/docs/"">Minikube</a> é uma ferramenta que facilita a execução do Kubernetes localmente em sua máquina. Ele cria uma máquina virtual (VM) em seu computador e implanta um cluster Kubernetes simples, contendo apenas um nó. Isso é especialmente útil para desenvolvimento, testes e aprendizado sobre Kubernetes sem a necessidade de um cluster real."
Apache Kafka,Adote,Componentes & Plataformas,FALSE,"<p>O <a href=”https://kafka.apache.org/”>Apache Kafka</a> é um sistema de streaming de eventos distribuído de código aberto amplamente adotado na indústria. Ele permite o processamento de fluxos contínuos de dados em tempo real, oferecendo alta disponibilidade, escalabilidade e confiabilidade. Com sua arquitetura flexível e recursos avançados, o Apache Kafka é uma escolha poderosa para pipelines de dados, análise de streaming e integração de sistemas em diversas indústrias, embora sua configuração e operação eficientes exijam conhecimentos especializados."
Grafana,Adote,Componentes & Plataformas,FALSE,"<p>O <a href=""https://grafana.com/"">Grafana</a> é uma ferramenta de visualização de dados interativa e de código aberto, desenvolvida pela Grafana Labs. Com sua ampla gama de recursos, o Grafana permite aos usuários explorar e analisar seus dados por meio de tabelas e gráficos altamente personalizáveis. Ele oferece suporte oficial para integração com diversos datasources populares, como Elasticsearch, InfluxDB, PostgreSQL, Jaeger e Prometheus, permitindo que os usuários visualizem e monitorem seus dados de diferentes fontes em um único painel intuitivo. Com sua interface amigável e recursos avançados, o Grafana é uma escolha popular para equipes que buscam visualizações de dados poderosas e flexíveis para auxiliar na tomada de decisões e no monitoramento de desempenho de sistemas."
HashiCorp Vault,Adote,Componentes & Plataformas,FALSE,"<p>O <a href=""https://www.vaultproject.io/"">HashiCorp Vault</a> é uma ferramenta poderosa para o gerenciamento de segredos e a proteção de dados sensíveis. Desenvolvido pela HashiCorp, o Vault é projetado para armazenar e controlar o acesso a informações confidenciais, como tokens, senhas, certificados e chaves criptográficas. Com recursos avançados de segurança, o Vault oferece criptografia e controle de acesso robustos, garantindo que os dados sejam protegidos contra acesso não autorizado. Além disso, o Vault oferece recursos de geração dinâmica de segredos, permitindo que aplicativos obtenham credenciais temporárias de forma segura, reduzindo os riscos associados à exposição prolongada de segredos. Com sua arquitetura flexível e suporte a integrações com várias plataformas e serviços, o HashiCorp Vault é uma escolha confiável para quem busca uma solução abrangente e escalável para o gerenciamento seguro de segredos e proteção de dados sensíveis."
jBPM,Adote,Componentes & Plataformas,FALSE,"<p>O <a href=""https://www.jbpm.org/"">jBPM (Java Business Process Management)</a> é uma engine de workflow escrita em Java que permite a modelagem e execução de processos de negócio de forma eficiente. Com seu suporte a padrões industriais e sua capacidade de integração com aplicativos Java, o jBPM oferece uma abordagem robusta e flexível para automatizar fluxos de trabalho e melhorar a eficiência operacional. Com recursos como a definição de regras de negócio, gerenciamento de tarefas e monitoramento de processos, o jBPM proporciona uma visão abrangente dos processos em execução, facilitando a identificação de gargalos e a tomada de decisões. 
<p><strong>No CRA - CPQD Reference Architecture, temos o CPQD Manager que é um serviço baseado no jBPM. Deve-se dar preferência ao uso do <a href=""https://bitbucket.cpqd.com.br/projects/CRA/repos/cpqd-manager/browse"">CPQD Manager</a> ao invés do jBPM nos produtos."
Keycloak,Adote,Componentes & Plataformas,FALSE,"<p>O <a href=""https://www.keycloak.org/"">Keycloak</a> é um software de código aberto para gerenciamento de identidade e acesso, projetado para aplicativos modernos. Implementando os principais padrões de segurança do mercado, o Keycloak oferece recursos robustos para autenticação, autorização e gerenciamento de identidades.
<p><strong>Ele faz parte do CRA (CPQD Reference Architecture) e para simplificar a sua integração em produtos do CPQD foram desenvolvidos dois serviços: <a href=""https://bitbucket.cpqd.com.br/projects/CRA/repos/gs/browse/pga"">pga</a> e <a href=""https://bitbucket.cpqd.com.br/projects/CRA/repos/gs/browse/pga-gui"">adm</a>. Recomendamos a adoção desses serviços nas aplicações de software junto com o Keycloak.</strong>"
